id	idProject	testCase	EagerTest	MysteryGuest	ResourceOptimism	TestRedundancy
31902	4.0_hdoop	org.apache.hadoop.hdds.scm.command.testcommandstatusreporthandler.testcommandstatusreport	0	0	0	0
31819	4.0_hdoop	org.apache.hadoop.hdds.scm.container.replication.testreplicationmanager.testnoexistingreplicas	0	0	0	0
31814	4.0_hdoop	org.apache.hadoop.hdds.scm.container.replication.testreplicationqueue.testpollop	0	0	0	0
27476	4.0_hdoop	org.apache.hadoop.hdds.scm.container.testclosecontainereventhandler.testclosecontainereventwithinvalidcontainer	0	0	0	0
27478	4.0_hdoop	org.apache.hadoop.hdds.scm.container.testclosecontainereventhandler.testclosecontainereventwithratis	1	0	0	0
27477	4.0_hdoop	org.apache.hadoop.hdds.scm.container.testclosecontainereventhandler.testclosecontainereventwithvalidcontainers	0	0	0	0
27498	4.0_hdoop	org.apache.hadoop.hdds.scm.container.testscmcontainermanager.testclosecontainer	0	1	1	0
27495	4.0_hdoop	org.apache.hadoop.hdds.scm.container.testscmcontainermanager.testcontainercreationleasetimeout	0	1	1	0
27492	4.0_hdoop	org.apache.hadoop.hdds.scm.container.testscmcontainermanager.testgetcontainer	0	0	0	0
27494	4.0_hdoop	org.apache.hadoop.hdds.scm.container.testscmcontainermanager.testgetnoneexistentcontainer	0	0	0	0
31695	4.0_hdoop	org.apache.hadoop.hdds.scm.hddsserverutiltest.testgetscmaddresses	1	0	0	0
31693	4.0_hdoop	org.apache.hadoop.hdds.scm.hddsserverutiltest.testscmclientbindhostdefault	0	0	0	0
31694	4.0_hdoop	org.apache.hadoop.hdds.scm.hddsserverutiltest.testscmdatanodebindhostdefault	0	0	0	0
31847	4.0_hdoop	org.apache.hadoop.hdds.scm.node.testdeadnodehandler.testonmessagereplicafailure	0	0	0	0
31880	4.0_hdoop	org.apache.hadoop.hdds.scm.node.testnodemanager.testscmcanhandlescale	0	0	0	0
31874	4.0_hdoop	org.apache.hadoop.hdds.scm.node.testnodemanager.testscmcheckforerroronnulldatanodedetails	0	1	1	0
31873	4.0_hdoop	org.apache.hadoop.hdds.scm.node.testnodemanager.testscmdetectstaleanddeadnode	1	1	1	0
31870	4.0_hdoop	org.apache.hadoop.hdds.scm.node.testnodemanager.testscmhealthynodecount	1	1	1	0
31882	4.0_hdoop	org.apache.hadoop.hdds.scm.node.testnodemanager.testscmnodereportupdate	1	0	0	0
31856	4.0_hdoop	org.apache.hadoop.hdds.scm.node.testscmnodestoragestatmap.testinsertnewdatanode	0	0	0	0
31855	4.0_hdoop	org.apache.hadoop.hdds.scm.node.testscmnodestoragestatmap.testisknowndatanode	0	0	0	0
31832	4.0_hdoop	org.apache.hadoop.hdds.scm.server.testscmclientprotocolserver.testallocatecontainerfailureinchillmode	0	0	0	0
20066	4.0_hdoop	org.apache.hadoop.hdfs.client.impl.testblockreaderfactory.testgetpathinfowithunresolvedhost	0	1	0	0
20067	4.0_hdoop	org.apache.hadoop.hdfs.client.impl.testblockreaderfactory.testmultiplewaitersonshortcircuitcache	1	0	0	0
20075	4.0_hdoop	org.apache.hadoop.hdfs.client.impl.testblockreaderfactory.testshortcircuitcacheunbufferwithdisableinterval	0	0	0	0
20077	4.0_hdoop	org.apache.hadoop.hdfs.client.impl.testblockreaderfactory.testshortcircuitreadfromserverwithoutshm	0	0	0	0
20109	4.0_hdoop	org.apache.hadoop.hdfs.client.impl.testblockreaderlocal.testblockreaderlocalbytebufferfastlanereadsnochecksum	0	0	0	0
20111	4.0_hdoop	org.apache.hadoop.hdfs.client.impl.testblockreaderlocal.testblockreaderlocalbytebufferfastlanereadsnochecksumnoreadahead	0	1	1	0
20105	4.0_hdoop	org.apache.hadoop.hdfs.client.impl.testblockreaderlocal.testblockreaderlocalbytebufferreadsnochecksum	0	1	1	0
20123	4.0_hdoop	org.apache.hadoop.hdfs.client.impl.testblockreaderlocal.testblockreaderlocalonfilewithoutchecksumnoreadahead	0	1	1	0
20115	4.0_hdoop	org.apache.hadoop.hdfs.client.impl.testblockreaderlocal.testblockreaderlocalreadcorruptnoreadahead	0	1	1	0
20126	4.0_hdoop	org.apache.hadoop.hdfs.client.impl.testblockreaderlocal.testblockreaderlocalreadzerobytesnochecksum	0	1	1	0
20136	4.0_hdoop	org.apache.hadoop.hdfs.client.impl.testblockreaderlocalmetrics.testmutlipleblockreaderioproviderstats	0	1	1	0
20140	4.0_hdoop	org.apache.hadoop.hdfs.client.impl.testblockreaderlocalmetrics.testslowshortcircuitreadsaveragelatencyvalue	1	1	1	0
20133	4.0_hdoop	org.apache.hadoop.hdfs.client.impl.testblockreaderlocalmetrics.testslowshortcircuitreadsstatsrecorded	0	1	1	0
20059	4.0_hdoop	org.apache.hadoop.hdfs.client.impl.testleaserenewer.testmanydfsclientswheresomenotopen	0	0	0	0
20332	4.0_hdoop	org.apache.hadoop.hdfs.net.testdfsnetworktopology.testchooserandomwithstoragetypetwotrial	1	0	0	0
20329	4.0_hdoop	org.apache.hadoop.hdfs.net.testdfsnetworktopology.testchooserandomwithstoragetypewrapper	1	0	0	0
18896	4.0_hdoop	org.apache.hadoop.hdfs.nfs.nfs3.testoffsetrange.testconstructor1	0	0	0	0
18898	4.0_hdoop	org.apache.hadoop.hdfs.nfs.nfs3.testoffsetrange.testconstructor3	0	0	0	0
18920	4.0_hdoop	org.apache.hadoop.hdfs.nfs.nfs3.testrpcprogramnfs3.testcreate	0	0	0	0
18914	4.0_hdoop	org.apache.hadoop.hdfs.nfs.nfs3.testrpcprogramnfs3.testencryptedreadwrite	1	0	0	0
18932	4.0_hdoop	org.apache.hadoop.hdfs.nfs.nfs3.testrpcprogramnfs3.testidempotent	1	0	0	0
18910	4.0_hdoop	org.apache.hadoop.hdfs.nfs.nfs3.testrpcprogramnfs3.testlookup	0	1	1	0
18921	4.0_hdoop	org.apache.hadoop.hdfs.nfs.nfs3.testrpcprogramnfs3.testmkdir	0	1	0	0
18926	4.0_hdoop	org.apache.hadoop.hdfs.nfs.nfs3.testrpcprogramnfs3.testreaddir	0	1	0	0
18912	4.0_hdoop	org.apache.hadoop.hdfs.nfs.nfs3.testrpcprogramnfs3.testreadlink	0	1	0	0
18923	4.0_hdoop	org.apache.hadoop.hdfs.nfs.nfs3.testrpcprogramnfs3.testremove	0	1	1	0
18919	4.0_hdoop	org.apache.hadoop.hdfs.nfs.nfs3.testrpcprogramnfs3.testwrite	0	1	1	0
18895	4.0_hdoop	org.apache.hadoop.hdfs.nfs.testmountd.teststart	0	0	0	0
20261	4.0_hdoop	org.apache.hadoop.hdfs.protocol.datatransfer.sasl.testblacklistbasedtrustedchannelresolver.testblacklistipclient	0	1	1	0
19859	4.0_hdoop	org.apache.hadoop.hdfs.protocol.testblocklistaslongs.testemptyreport	0	0	0	0
19863	4.0_hdoop	org.apache.hadoop.hdfs.protocol.testblocklistaslongs.testfuzz	1	0	0	0
19842	4.0_hdoop	org.apache.hadoop.hdfs.protocol.testerasurecodingpolicy.testinvalid	0	0	0	0
19849	4.0_hdoop	org.apache.hadoop.hdfs.protocol.testlayoutversion.testrelease204	0	0	0	0
19870	4.0_hdoop	org.apache.hadoop.hdfs.protocol.testlocatedblock.testaddcachedlocwhenempty	0	0	0	0
20310	4.0_hdoop	org.apache.hadoop.hdfs.protocolpb.testpbhelper.testaclentryproto	0	0	0	0
20309	4.0_hdoop	org.apache.hadoop.hdfs.protocolpb.testpbhelper.testblockchecksumtypeproto	0	0	0	0
20320	4.0_hdoop	org.apache.hadoop.hdfs.protocolpb.testpbhelper.testconvertaddingecpolicyresponse	1	0	0	0
20271	4.0_hdoop	org.apache.hadoop.hdfs.protocolpb.testpbhelper.testconvertblock	0	0	0	0
20321	4.0_hdoop	org.apache.hadoop.hdfs.protocolpb.testpbhelper.testconverterasurecodingpolicy	1	0	0	0
20280	4.0_hdoop	org.apache.hadoop.hdfs.protocolpb.testpbhelper.testconvertexportedblockkeys	0	0	0	0
20291	4.0_hdoop	org.apache.hadoop.hdfs.protocolpb.testpbhelper.testconvertrecoveringblock	0	0	0	0
20313	4.0_hdoop	org.apache.hadoop.hdfs.protocolpb.testpbhelper.testdatanodeinfopbhelper	0	0	0	0
20319	4.0_hdoop	org.apache.hadoop.hdfs.protocolpb.testpbhelper.testfsserverdefaultshelper	0	0	0	0
22189	4.0_hdoop	org.apache.hadoop.hdfs.qjournal.client.testquorumcall.testquorums	0	0	0	0
22208	4.0_hdoop	org.apache.hadoop.hdfs.qjournal.client.testquorumjournalmanager.testchangewriterslogsinsync	0	0	0	0
22211	4.0_hdoop	org.apache.hadoop.hdfs.qjournal.client.testquorumjournalmanager.testchangewriterslogsoutofsync3	0	0	0	0
22220	4.0_hdoop	org.apache.hadoop.hdfs.qjournal.client.testquorumjournalmanager.testcrashbetweensynclogandpersistpaxosdata	0	0	0	0
22218	4.0_hdoop	org.apache.hadoop.hdfs.qjournal.client.testquorumjournalmanager.testnewerversionofsegmentwins	0	0	0	0
22204	4.0_hdoop	org.apache.hadoop.hdfs.qjournal.client.testquorumjournalmanager.testoutofsyncatbeginningofsegment0	0	0	0	0
22205	4.0_hdoop	org.apache.hadoop.hdfs.qjournal.client.testquorumjournalmanager.testoutofsyncatbeginningofsegment1	0	0	0	0
22223	4.0_hdoop	org.apache.hadoop.hdfs.qjournal.client.testquorumjournalmanager.testpurgelogs	1	0	0	0
22224	4.0_hdoop	org.apache.hadoop.hdfs.qjournal.client.testquorumjournalmanager.testtostring	0	0	0	0
22261	4.0_hdoop	org.apache.hadoop.hdfs.qjournal.server.testjournal.testepochhandling	0	0	0	0
22267	4.0_hdoop	org.apache.hadoop.hdfs.qjournal.server.testjournal.testfinalizewheneditsaremissed	0	0	0	0
22273	4.0_hdoop	org.apache.hadoop.hdfs.qjournal.server.testjournal.testformatnonemptystoragedirectories	0	0	0	0
22264	4.0_hdoop	org.apache.hadoop.hdfs.qjournal.server.testjournal.testformatresetscachedvalues	0	0	0	0
22266	4.0_hdoop	org.apache.hadoop.hdfs.qjournal.server.testjournal.testjournallocking	0	0	0	0
22238	4.0_hdoop	org.apache.hadoop.hdfs.qjournal.server.testjournalnode.testjournaldirpernamespace	1	0	0	0
22250	4.0_hdoop	org.apache.hadoop.hdfs.qjournal.server.testjournalnode.testjournalnodesyncernotstartwhensyncdisabled	0	0	0	0
22255	4.0_hdoop	org.apache.hadoop.hdfs.qjournal.server.testjournalnode.testjournalnodesyncwithfederationtypeincorrectconfigwithnamenodeid	0	0	0	0
22182	4.0_hdoop	org.apache.hadoop.hdfs.qjournal.testminijournalcluster.teststartstop	0	1	1	0
22036	4.0_hdoop	org.apache.hadoop.hdfs.security.testdelegationtoken.testdelegationtokenugi	1	0	0	0
22032	4.0_hdoop	org.apache.hadoop.hdfs.security.testdelegationtoken.testdelegationtokenwithdoas	0	0	0	0
22521	4.0_hdoop	org.apache.hadoop.hdfs.server.balancer.testbalancer.testbalancer0	0	0	0	0
22527	4.0_hdoop	org.apache.hadoop.hdfs.server.balancer.testbalancer.testbalancer2	0	0	0	0
22543	4.0_hdoop	org.apache.hadoop.hdfs.server.balancer.testbalancer.testbalancercliwithincludelistinafile	0	0	0	0
22542	4.0_hdoop	org.apache.hadoop.hdfs.server.balancer.testbalancer.testbalancercliwithincludelistwithports	0	0	0	0
22502	4.0_hdoop	org.apache.hadoop.hdfs.server.balancer.testbalancer.testbalancerwithpinnedblocks	1	0	0	0
22549	4.0_hdoop	org.apache.hadoop.hdfs.server.balancer.testbalancer.testmanybalancersimultaneously	0	0	0	0
22550	4.0_hdoop	org.apache.hadoop.hdfs.server.balancer.testbalancer.testminblocksizeandsourcenodes	1	1	1	0
22746	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testavailablespaceblockplacementpolicy.testchoosedatanode	0	0	0	0
22912	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testblockinfo.testisdeleted	0	0	0	0
22847	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testblockinfostriped.testaddstorage	0	0	0	0
22791	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testblockmanager.testallnodesholdingreplicasdecommissioned	1	0	0	0
22822	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testblockmanager.testblockreportqueueing	0	0	0	0
22811	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testblockmanager.testfavordecomuntilhardlimit	0	0	0	0
22837	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testblockmanager.testmetasaveinmaintenancereplicas	1	0	0	0
22834	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testblockmanager.testmetasavemissingreplicas	1	1	1	0
22832	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testblockmanager.testplacementpolicysatisfied	1	1	1	0
22820	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testblockmanager.teststoragewithremainingcapacity	1	1	0	0
22795	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testblockmanager.testsufficientlyreplblocksusesnewrack	0	0	0	0
22817	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testblockmanager.testucblocknotconsideredmissing	0	0	0	0
22754	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testblockmanagersafemode.testchecksafemode1	1	0	0	0
22755	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testblockmanagersafemode.testchecksafemode2	0	0	0	0
22758	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testblockmanagersafemode.testchecksafemode5	0	0	0	0
22770	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testblockmanagersafemode.testextensionconfig	0	0	0	0
22771	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testblockmanagersafemode.testgetsafemodetip	0	0	0	0
22738	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testblockplacementstatuswithupgradedomain.testispolicysatisfiedparentfalse	0	0	0	0
22879	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testdatanodedescriptor.testblockscounter	0	1	1	0
22860	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testdatanodemanager.testbadscript	1	1	1	0
22856	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testdatanodemanager.testnumversionsreportedcorrect	1	0	0	0
22863	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testdatanodemanager.testremoveincludednode	1	1	1	0
22882	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testhost2nodesmap.testgetdatanodebyhost	0	1	1	0
22735	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testpendingrecoveryblocks.testaddandremoveblocks	0	0	0	0
22887	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testslowdisktracker.testemptyreports	0	0	0	0
22897	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testslowdisktracker.testgetjson	0	0	0	0
22895	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testslowdisktracker.testreplacement	0	0	0	0
22868	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testslowpeertracker.testemptyreports	0	0	0	0
22873	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testslowpeertracker.testgetjson	0	0	0	0
22869	4.0_hdoop	org.apache.hadoop.hdfs.server.blockmanagement.testslowpeertracker.testreportsareretrieved	0	0	0	0
22469	4.0_hdoop	org.apache.hadoop.hdfs.server.common.blockaliasmap.impl.testinmemoryleveldbaliasmapclient.testnonexistentblock	0	0	0	0
22468	4.0_hdoop	org.apache.hadoop.hdfs.server.common.blockaliasmap.impl.testinmemoryleveldbaliasmapclient.testnonexistentfile	0	1	0	0
22467	4.0_hdoop	org.apache.hadoop.hdfs.server.common.blockaliasmap.impl.testinmemoryleveldbaliasmapclient.testserverbindhost	0	0	0	0
22471	4.0_hdoop	org.apache.hadoop.hdfs.server.common.blockaliasmap.impl.testleveldbfileregionaliasmap.testiterate	1	1	0	0
22470	4.0_hdoop	org.apache.hadoop.hdfs.server.common.blockaliasmap.impl.testleveldbfileregionaliasmap.testreadback	0	0	0	0
22484	4.0_hdoop	org.apache.hadoop.hdfs.server.common.testjsphelper.testremoteaddrwithtrustedproxy	0	0	0	0
22485	4.0_hdoop	org.apache.hadoop.hdfs.server.common.testjsphelper.testremoteaddrwithtrustedproxyandemptyclient	0	0	0	0
22373	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.checker.testdatasetvolumechecker.testcheckonevolume	0	0	0	0
22367	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.checker.teststoragelocationchecker.testtimeoutincheck	0	0	0	0
22377	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.checker.testthrottledasyncchecker.testscheduler	0	0	0	0
22409	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.testfsdatasetimpl.testduplicatereplicaresolution	0	0	0	0
22410	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.testfsdatasetimpl.testloadingdfsusedforvolumes	0	0	0	0
22411	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.testfsdatasetimpl.testloadingdfsusedforvolumesexpired	0	0	0	0
22417	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.testfsdatasetimpl.testmoveblockfailure	0	1	1	0
22418	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.testfsdatasetimpl.testmoveblocksuccess	0	0	0	0
22404	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.testfsdatasetimpl.testremovevolumes	1	0	0	0
22428	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.testfsvolumelist.testdfsreservedpercentagefordifferentstoragetypes	1	0	0	0
22386	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.testreplicamap.testget	0	0	0	0
22394	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.testreservedspacecalculator.testreservedspaceconservativeperstoragetype	0	0	0	0
22393	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.testreservedspacecalculator.testreservedspacepercentageperstoragetype	0	0	0	0
22441	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.fsdataset.testroundrobinvolumechoosingpolicy.testrr	0	0	0	0
22444	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.fsdataset.testroundrobinvolumechoosingpolicy.testrrpolicyexceptionmessage	0	0	0	0
20509	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.testblockpoolmanager.testinternalnameservice	0	0	0	0
20457	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.testblockscanner.testnextsorted	0	0	0	0
20447	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.testblockscanner.testscanallblockswithrescan	1	0	0	0
20549	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.testbpofferservice.testibrclearanceforstandbyonreregister	1	0	0	0
20522	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.testbpofferservice.testignoredeletionsfromnonactive	0	0	0	0
20521	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.testbpofferservice.testlocklessblockpoolid	0	0	0	0
20554	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.testbpofferservice.testnnhastateupdatefromversionrequest	0	0	0	0
20544	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.testbpofferservice.testreportbadblockwhenstandbynntimesout	0	0	0	0
20399	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.testcachingstrategy.testclientdefaults	0	0	0	0
20400	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.testcachingstrategy.testfadviseskippedforsmallreads	0	1	0	0
20514	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.testdatanodefaultinjector.testdelaysendingpacketdownstream	0	0	0	0
20366	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.testdatanodemetrics.testdatanodeblocksreplicatedmetric	0	1	0	0
20363	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.testdatanodemetrics.testtimeoutmetric	0	1	0	0
20387	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.testdatanodemxbean.testdatanodemxbean	0	0	0	0
20388	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.testdatanodemxbean.testdatanodemxbeansecurityenabled	0	0	0	0
20394	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.testdatanodemxbean.testdatanodemxbeanslowdisksenabled	0	0	0	0
20382	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.testdatastorage.testmissingversion	0	1	0	0
20422	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.testdirectoryscanner.testdeleteblockontransientstorage	0	1	1	0
20421	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.testdirectoryscanner.testretainblockonpersistentstorage	0	1	1	0
20482	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.testfsdatasetcache.testcacheanduncacheblocksimple	1	1	1	0
20483	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.testfsdatasetcache.testcacheanduncacheblockwithretries	1	1	1	0
20485	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.testfsdatasetcache.testfilesexceedmaxlockedmemory	1	1	1	0
20489	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.testfsdatasetcache.testuncacheunknownblock	0	1	1	0
20341	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.testsimulatedfsdataset.testfsdatasetfactory	0	0	0	0
20348	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.testsimulatedfsdataset.testinjectionempty	0	1	1	0
20352	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.testsimulatedfsdataset.testinvalidate	1	0	0	0
20405	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.teststoragereport.teststoragereporthasstoragetypeandstate	1	0	0	0
22355	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.web.webhdfs.testdatanodeugiprovider.testugicacheinsecure	0	0	0	0
22362	4.0_hdoop	org.apache.hadoop.hdfs.server.datanode.web.webhdfs.testparameterparser.testoffset	0	0	0	0
22276	4.0_hdoop	org.apache.hadoop.hdfs.server.diskbalancer.testplanner.testgreedyplannerbalancevolumeset	0	1	1	0
22277	4.0_hdoop	org.apache.hadoop.hdfs.server.diskbalancer.testplanner.testgreedyplannercomputeplan	0	1	1	0
22284	4.0_hdoop	org.apache.hadoop.hdfs.server.diskbalancer.testplanner.testgreedyplannerequaldisksnomoves	0	0	0	0
22282	4.0_hdoop	org.apache.hadoop.hdfs.server.diskbalancer.testplanner.testgreedyplannertwovolume	0	0	0	0
22288	4.0_hdoop	org.apache.hadoop.hdfs.server.diskbalancer.testplanner.testloadscorrectclusterconnector	0	1	1	0
22289	4.0_hdoop	org.apache.hadoop.hdfs.server.diskbalancer.testplanner.testplannerscale	1	0	0	0
21044	4.0_hdoop	org.apache.hadoop.hdfs.server.federation.metrics.testfederationmetrics.testclusterstatsjmx	0	0	0	0
21046	4.0_hdoop	org.apache.hadoop.hdfs.server.federation.metrics.testfederationmetrics.testmounttablestatsdatasource	1	1	1	0
21049	4.0_hdoop	org.apache.hadoop.hdfs.server.federation.metrics.testfederationmetrics.testnameservicestatsdatasource	1	0	0	0
21078	4.0_hdoop	org.apache.hadoop.hdfs.server.federation.resolver.order.testavailablespaceresolver.testresolverwithnopreference	0	1	1	0
21073	4.0_hdoop	org.apache.hadoop.hdfs.server.federation.resolver.order.testlocalresolver.testlocalresolver	0	1	1	0
21058	4.0_hdoop	org.apache.hadoop.hdfs.server.federation.resolver.testmounttableresolver.testdefaultnameserviceenable	0	1	1	0
21061	4.0_hdoop	org.apache.hadoop.hdfs.server.federation.resolver.testmounttableresolver.testgetmountpoints	0	0	0	0
21066	4.0_hdoop	org.apache.hadoop.hdfs.server.federation.resolver.testmounttableresolver.testremoveleafnode	0	1	0	0
21016	4.0_hdoop	org.apache.hadoop.hdfs.server.federation.router.testconnectionmanager.testgetconnection	1	1	1	0
21017	4.0_hdoop	org.apache.hadoop.hdfs.server.federation.router.testconnectionmanager.testvalidclientindex	1	0	0	0
21026	4.0_hdoop	org.apache.hadoop.hdfs.server.federation.router.testrouter.testrouteridinrouterrpcclient	0	0	0	0
20998	4.0_hdoop	org.apache.hadoop.hdfs.server.federation.router.testrouteradmin.testaddordermounttable	0	1	1	0
20985	4.0_hdoop	org.apache.hadoop.hdfs.server.federation.router.testrouterquotamanager.testgetchildrenpaths	0	0	0	0
21042	4.0_hdoop	org.apache.hadoop.hdfs.server.federation.store.records.testmounttable.testquota	0	0	0	0
21030	4.0_hdoop	org.apache.hadoop.hdfs.server.federation.store.records.testrouterstate.testserialization	0	0	0	0
22713	4.0_hdoop	org.apache.hadoop.hdfs.server.mover.testmover.testmovercli	0	0	0	0
22714	4.0_hdoop	org.apache.hadoop.hdfs.server.mover.testmover.testmovercliwithhaconf	0	0	0	0
22729	4.0_hdoop	org.apache.hadoop.hdfs.server.mover.testmover.testmoverwhenstoragepolicyunset	0	1	0	0
22723	4.0_hdoop	org.apache.hadoop.hdfs.server.mover.testmover.testmoverwithstripedfile	1	0	0	0
22719	4.0_hdoop	org.apache.hadoop.hdfs.server.mover.testmover.testmovewhenstoragepolicysatisfierisrunning	0	1	0	0
22711	4.0_hdoop	org.apache.hadoop.hdfs.server.mover.testmover.testscheduleblockwithinsamenode	0	0	0	0
22706	4.0_hdoop	org.apache.hadoop.hdfs.server.mover.testmover.testwithfederateclusterwithinsamenode	0	0	0	0
22707	4.0_hdoop	org.apache.hadoop.hdfs.server.mover.testmover.testwithfederatedcluster	0	0	0	0
22708	4.0_hdoop	org.apache.hadoop.hdfs.server.mover.testmover.testwithfederatedhacluster	0	0	0	0
20193	4.0_hdoop	org.apache.hadoop.hdfs.server.namenode.ha.testbootstrapstandby.testothernodenotactive	0	0	0	0
20191	4.0_hdoop	org.apache.hadoop.hdfs.server.namenode.ha.testbootstrapstandby.testsharededitsmissinglogs	0	1	1	0
20192	4.0_hdoop	org.apache.hadoop.hdfs.server.namenode.ha.testbootstrapstandby.teststandbydirsalreadyexist	0	0	0	0
20189	4.0_hdoop	org.apache.hadoop.hdfs.server.namenode.ha.testbootstrapstandby.testsuccessfulbasecase	1	0	0	0
20180	4.0_hdoop	org.apache.hadoop.hdfs.server.namenode.ha.testconfiguredfailoverproxyprovider.testnonrandomgetproxy	1	0	0	0
20181	4.0_hdoop	org.apache.hadoop.hdfs.server.namenode.ha.testconfiguredfailoverproxyprovider.testrandomgetproxy	1	0	0	0
20208	4.0_hdoop	org.apache.hadoop.hdfs.server.namenode.ha.testeditlogtailer.testnn0triggerslogrolls	1	0	0	0
20216	4.0_hdoop	org.apache.hadoop.hdfs.server.namenode.ha.testeditlogtailer.testrolledittimeoutforactivenn	0	0	0	0
20221	4.0_hdoop	org.apache.hadoop.hdfs.server.namenode.ha.testlossyretryinvocationhandler.teststartnnwithtrashemptier	0	0	0	0
20166	4.0_hdoop	org.apache.hadoop.hdfs.server.namenode.ha.testrequesthedgingproxyprovider.testfilenotfoundexceptionwithsingleproxy	1	0	0	0
20173	4.0_hdoop	org.apache.hadoop.hdfs.server.namenode.ha.testrequesthedgingproxyprovider.testhedgingwhenconnectexception	1	0	0	0
20160	4.0_hdoop	org.apache.hadoop.hdfs.server.namenode.ha.testrequesthedgingproxyprovider.testhedgingwhenoneisslow	0	0	0	0
20167	4.0_hdoop	org.apache.hadoop.hdfs.server.namenode.ha.testrequesthedgingproxyprovider.testsingleproxyfailover	1	1	1	0
